rdb_modern_table	rdb_modern_col	writing_sp	nrt_staging_source	odse_source_col(s)	transform_note	status	fixture_proof
D_DISEASE_SITE	SEQ_NBR	sp_nrt_d_disease_site_postprocessing	nrt_page_case_answer.seq_nbr	page-answer → nrt_page_case_answer.seq_nbr	Carried through pivot grain. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_DISEASE_SITE	LAST_CHG_TIME	sp_nrt_d_disease_site_postprocessing	nrt_page_case_answer.last_chg_time	page-answer → nrt_page_case_answer.last_chg_time	Carried through. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_DISEASE_SITE	VALUE	sp_nrt_d_disease_site_postprocessing	nrt_page_case_answer.answer_txt, decoded via nrt_srte_code_value_general (CODE_SHORT_DESC_TXT)	page-answer value → nrt_page_case_answer.answer_txt; decoded against SRTE code_value_general	CASE: CODE_SET_GROUP_ID NULL/''→ANSWER_TXT else CODE_SHORT_DESC_TXT. Sample 'Pulmonary'. SP 145-…-001.sql:128-135.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_DISEASE_SITE_GROUP	D_DISEASE_SITE_GROUP_KEY	sp_nrt_d_disease_site_postprocessing	NRT_DISEASE_SITE_GROUP_KEY.D_DISEASE_SITE_GROUP_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded INSERT of DISTINCT group keys; sentinel row 1 seeded. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (1/1)
D_GT_12_REAS	TB_PAM_UID	sp_nrt_d_gt_12_reas_postprocessing	nrt_page_case_answer.act_uid (QUESTION_IDENTIFIER='TUB235'), filtered via STRING_SPLIT(@phc_id_list) with TRIM; joined to nrt_investigation	page-answer (nbs_case_answer / PAM page) → nrt_page_case_answer; act_uid = TB PAM PHC UID	CAST(act_uid AS BIGINT). Variant signature @phc_id_list. SP 170-…-001.sql:92,111,114.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_GT_12_REAS	D_GT_12_REAS_KEY	sp_nrt_d_gt_12_reas_postprocessing	NRT_GT_12_REAS_KEY.D_GT_12_REAS_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded; ISNULL→sentinel 1. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_GT_12_REAS	D_GT_12_REAS_GROUP_KEY	sp_nrt_d_gt_12_reas_postprocessing	NRT_GT_12_REAS_GROUP_KEY.D_GT_12_REAS_GROUP_KEY (RTR-internal surrogate)	(none — surrogate FK)	FK to D_GT_12_REAS_GROUP; ISNULL→1; pushed to F_TB_PAM. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_GT_12_REAS	SEQ_NBR	sp_nrt_d_gt_12_reas_postprocessing	nrt_page_case_answer.seq_nbr	page-answer → nrt_page_case_answer.seq_nbr	Carried through pivot grain. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_GT_12_REAS	LAST_CHG_TIME	sp_nrt_d_gt_12_reas_postprocessing	nrt_page_case_answer.last_chg_time	page-answer → nrt_page_case_answer.last_chg_time	Carried through. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_GT_12_REAS	VALUE	sp_nrt_d_gt_12_reas_postprocessing	nrt_page_case_answer.answer_txt, decoded via nrt_srte_code_value_general	page-answer value → nrt_page_case_answer.answer_txt; decoded against SRTE code_value_general	CASE: CODE_SET_GROUP_ID NULL/''→ANSWER_TXT else CODE_SHORT_DESC_TXT. Sample 'Non-adherence'. SP 170-…-001.sql:146-148.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_GT_12_REAS_GROUP	D_GT_12_REAS_GROUP_KEY	sp_nrt_d_gt_12_reas_postprocessing	NRT_GT_12_REAS_GROUP_KEY.D_GT_12_REAS_GROUP_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded INSERT of DISTINCT group keys; sentinel row 1 seeded. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (1/1)
D_HC_PROV_TY_3	TB_PAM_UID	sp_nrt_d_hc_prov_ty_3_postprocessing	nrt_page_case_answer.act_uid (QUESTION_IDENTIFIER='TUB237'), filtered via STRING_SPLIT(@phc_id_list) with TRIM; joined to nrt_investigation	page-answer (nbs_case_answer / PAM page) → nrt_page_case_answer; act_uid = TB PAM PHC UID	CAST(act_uid AS BIGINT). Variant signature @phc_id_list. SP 180-…-001.sql:92,111,114.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_HC_PROV_TY_3	D_HC_PROV_TY_3_KEY	sp_nrt_d_hc_prov_ty_3_postprocessing	NRT_HC_PROV_TY_3_KEY.D_HC_PROV_TY_3_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded; ISNULL→sentinel 1. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_HC_PROV_TY_3	D_HC_PROV_TY_3_GROUP_KEY	sp_nrt_d_hc_prov_ty_3_postprocessing	NRT_HC_PROV_TY_3_GROUP_KEY.D_HC_PROV_TY_3_GROUP_KEY (RTR-internal surrogate)	(none — surrogate FK)	FK to D_HC_PROV_TY_3_GROUP; ISNULL→1; pushed to F_TB_PAM. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_HC_PROV_TY_3	SEQ_NBR	sp_nrt_d_hc_prov_ty_3_postprocessing	nrt_page_case_answer.seq_nbr	page-answer → nrt_page_case_answer.seq_nbr	Carried through pivot grain. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_HC_PROV_TY_3	LAST_CHG_TIME	sp_nrt_d_hc_prov_ty_3_postprocessing	nrt_page_case_answer.last_chg_time	page-answer → nrt_page_case_answer.last_chg_time	Carried through. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_HC_PROV_TY_3	VALUE	sp_nrt_d_hc_prov_ty_3_postprocessing	nrt_page_case_answer.answer_txt, decoded via nrt_srte_code_value_general	page-answer value → nrt_page_case_answer.answer_txt; decoded against SRTE code_value_general	CASE: CODE_SET_GROUP_ID NULL/''→ANSWER_TXT else CODE_SHORT_DESC_TXT. Sample 'Private Outpatient'. SP 180-…-001.sql:146-148.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_HC_PROV_TY_3_GROUP	D_HC_PROV_TY_3_GROUP_KEY	sp_nrt_d_hc_prov_ty_3_postprocessing	NRT_HC_PROV_TY_3_GROUP_KEY.D_HC_PROV_TY_3_GROUP_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded INSERT of DISTINCT group keys; sentinel row 1 seeded. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (1/1)
D_MOVED_WHERE	TB_PAM_UID	sp_nrt_d_moved_where_postprocessing	nrt_page_case_answer.act_uid (QUESTION_IDENTIFIER='TUB225'), filtered to #S_PHC_LIST; joined to nrt_investigation	page-answer (nbs_case_answer / PAM page) → nrt_page_case_answer; act_uid = TB PAM PHC UID	CAST(act_uid AS BIGINT). SP 195-…-001.sql:76,99.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVED_WHERE	D_MOVED_WHERE_KEY	sp_nrt_d_moved_where_postprocessing	NRT_MOVED_WHERE_KEY.D_MOVED_WHERE_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded; ISNULL→sentinel 1. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVED_WHERE	D_MOVED_WHERE_GROUP_KEY	sp_nrt_d_moved_where_postprocessing	NRT_MOVED_WHERE_GROUP_KEY.D_MOVED_WHERE_GROUP_KEY (RTR-internal surrogate)	(none — surrogate FK)	FK to D_MOVED_WHERE_GROUP; ISNULL→1; pushed to F_TB_PAM. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVED_WHERE	SEQ_NBR	sp_nrt_d_moved_where_postprocessing	nrt_page_case_answer.seq_nbr	page-answer → nrt_page_case_answer.seq_nbr	Carried through pivot grain. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVED_WHERE	LAST_CHG_TIME	sp_nrt_d_moved_where_postprocessing	nrt_page_case_answer.last_chg_time	page-answer → nrt_page_case_answer.last_chg_time	Carried through. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVED_WHERE	VALUE	sp_nrt_d_moved_where_postprocessing	nrt_page_case_answer.answer_txt, decoded via nrt_srte_code_value_general (CODE_SHORT_DESC_TXT)	page-answer value → nrt_page_case_answer.answer_txt; decoded against SRTE code_value_general	Direct CODE_SHORT_DESC_TXT AS VALUE (no CASE). Sample 'Out of the U.S.'. SP 195-…-001.sql:130.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVED_WHERE_GROUP	D_MOVED_WHERE_GROUP_KEY	sp_nrt_d_moved_where_postprocessing	NRT_MOVED_WHERE_GROUP_KEY.D_MOVED_WHERE_GROUP_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded INSERT of DISTINCT group keys; sentinel row 1 seeded. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (1/1)
D_MOVE_CNTRY	TB_PAM_UID	sp_nrt_d_move_cntry_postprocessing	nrt_page_case_answer.act_uid (QUESTION_IDENTIFIER='TUB230'), filtered to #S_PHC_LIST; joined to nrt_investigation	page-answer (nbs_case_answer / PAM page) → nrt_page_case_answer; act_uid = TB PAM PHC UID	CAST(act_uid AS BIGINT). SP 156-…-001.sql:76,99.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_CNTRY	D_MOVE_CNTRY_KEY	sp_nrt_d_move_cntry_postprocessing	NRT_MOVE_CNTRY_KEY.D_MOVE_CNTRY_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded; ISNULL→sentinel 1. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_CNTRY	D_MOVE_CNTRY_GROUP_KEY	sp_nrt_d_move_cntry_postprocessing	NRT_MOVE_CNTRY_GROUP_KEY.D_MOVE_CNTRY_GROUP_KEY (RTR-internal surrogate)	(none — surrogate FK)	FK to D_MOVE_CNTRY_GROUP; ISNULL→1; pushed to F_TB_PAM. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_CNTRY	SEQ_NBR	sp_nrt_d_move_cntry_postprocessing	nrt_page_case_answer.seq_nbr	page-answer → nrt_page_case_answer.seq_nbr	Carried through pivot grain. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_CNTRY	LAST_CHG_TIME	sp_nrt_d_move_cntry_postprocessing	nrt_page_case_answer.last_chg_time	page-answer → nrt_page_case_answer.last_chg_time	Carried through. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_CNTRY	VALUE	sp_nrt_d_move_cntry_postprocessing	nrt_page_case_answer.answer_txt, decoded via nrt_srte_code_value_general (CODE_SHORT_DESC_TXT)	page-answer value → nrt_page_case_answer.answer_txt; decoded against SRTE code_value_general	Direct CODE_SHORT_DESC_TXT AS VALUE (no CASE). Sample 'UNITED STATES'. SP 156-…-001.sql:130.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_CNTRY_GROUP	D_MOVE_CNTRY_GROUP_KEY	sp_nrt_d_move_cntry_postprocessing	NRT_MOVE_CNTRY_GROUP_KEY.D_MOVE_CNTRY_GROUP_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded INSERT of DISTINCT group keys; sentinel row 1 seeded. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (1/1)
D_MOVE_CNTY	TB_PAM_UID	sp_nrt_d_move_cnty_postprocessing	nrt_page_case_answer.act_uid (QUESTION_IDENTIFIER='TUB228'), filtered to #S_PHC_LIST; joined to nrt_investigation	page-answer (nbs_case_answer / PAM page) → nrt_page_case_answer; act_uid = TB PAM PHC UID	CAST(act_uid AS BIGINT). SP 175-…-001.sql:76,99.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_CNTY	D_MOVE_CNTY_KEY	sp_nrt_d_move_cnty_postprocessing	NRT_MOVE_CNTY_KEY.D_MOVE_CNTY_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded; ISNULL→sentinel 1. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_CNTY	D_MOVE_CNTY_GROUP_KEY	sp_nrt_d_move_cnty_postprocessing	NRT_MOVE_CNTY_GROUP_KEY.D_MOVE_CNTY_GROUP_KEY (RTR-internal surrogate)	(none — surrogate FK)	FK to D_MOVE_CNTY_GROUP; ISNULL→1; pushed to F_TB_PAM. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_CNTY	SEQ_NBR	sp_nrt_d_move_cnty_postprocessing	nrt_page_case_answer.seq_nbr	page-answer → nrt_page_case_answer.seq_nbr	Carried through pivot grain. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_CNTY	LAST_CHG_TIME	sp_nrt_d_move_cnty_postprocessing	nrt_page_case_answer.last_chg_time	page-answer → nrt_page_case_answer.last_chg_time	Carried through. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_CNTY	VALUE	sp_nrt_d_move_cnty_postprocessing	nrt_page_case_answer.answer_txt, decoded via nrt_srte_state_county_code_value (CODE_SHORT_DESC_TXT)	page-answer value → nrt_page_case_answer.answer_txt; county code decoded against SRTE state_county_code_value	Direct CODE_SHORT_DESC_TXT AS VALUE; code-source is the county table, not code_value_general. SP 175-…-001.sql:85,92,130.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_CNTY_GROUP	D_MOVE_CNTY_GROUP_KEY	sp_nrt_d_move_cnty_postprocessing	NRT_MOVE_CNTY_GROUP_KEY.D_MOVE_CNTY_GROUP_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded INSERT of DISTINCT group keys; sentinel row 1 seeded. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (1/1)
D_MOVE_STATE	TB_PAM_UID	sp_nrt_d_move_state_postprocessing	nrt_page_case_answer.act_uid (QUESTION_IDENTIFIER='TUB229'), filtered to #S_PHC_LIST; joined to nrt_investigation	page-answer (nbs_case_answer / PAM page) → nrt_page_case_answer; act_uid = TB PAM PHC UID	CAST(act_uid AS BIGINT). SP 185-…-001.sql:76,99.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_STATE	D_MOVE_STATE_KEY	sp_nrt_d_move_state_postprocessing	NRT_MOVE_STATE_KEY.D_MOVE_STATE_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded; ISNULL→sentinel 1. SP 185-…-001.sql:305-310,402.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_STATE	D_MOVE_STATE_GROUP_KEY	sp_nrt_d_move_state_postprocessing	NRT_MOVE_STATE_GROUP_KEY.D_MOVE_STATE_GROUP_KEY (RTR-internal surrogate)	(none — surrogate FK)	FK to D_MOVE_STATE_GROUP; ISNULL→1; pushed to F_TB_PAM. SP 185-…-001.sql:281,401,565.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_STATE	SEQ_NBR	sp_nrt_d_move_state_postprocessing	nrt_page_case_answer.seq_nbr	page-answer → nrt_page_case_answer.seq_nbr	Carried through pivot grain. SP 185-…-001.sql:77,436,499.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_STATE	LAST_CHG_TIME	sp_nrt_d_move_state_postprocessing	nrt_page_case_answer.last_chg_time	page-answer → nrt_page_case_answer.last_chg_time	Carried through. SP 185-…-001.sql:82,438,500.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_STATE	VALUE	sp_nrt_d_move_state_postprocessing	nrt_page_case_answer.answer_txt, decoded via nrt_srte_state_county_code_value (CODE_DESC_TXT)	page-answer value → nrt_page_case_answer.answer_txt; state code decoded against SRTE state_county_code_value	Direct CODE_SHORT_DESC_TXT AS VALUE, but the translated alias maps CVG.CODE_DESC_TXT (not CODE_SHORT_DESC_TXT) — deviates from siblings. Sample 'Georgia'. SP 185-…-001.sql:85,92,130.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_MOVE_STATE_GROUP	D_MOVE_STATE_GROUP_KEY	sp_nrt_d_move_state_postprocessing	NRT_MOVE_STATE_GROUP_KEY.D_MOVE_STATE_GROUP_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded INSERT of DISTINCT group keys; sentinel row 1 seeded. SP 185-…-001.sql:468-476.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (1/1)
D_OUT_OF_CNTRY	TB_PAM_UID	sp_nrt_d_out_of_cntry_postprocessing	nrt_page_case_answer.act_uid (QUESTION_IDENTIFIER='TUB114'), filtered via STRING_SPLIT(@phc_id_list) with TRIM; joined to nrt_investigation	page-answer (nbs_case_answer / PAM page) → nrt_page_case_answer; act_uid = TB PAM PHC UID	CAST(act_uid AS BIGINT). Variant signature @phc_id_list. SP 190-…-001.sql:92,111,114.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_OUT_OF_CNTRY	D_OUT_OF_CNTRY_KEY	sp_nrt_d_out_of_cntry_postprocessing	NRT_OUT_OF_CNTRY_KEY.D_OUT_OF_CNTRY_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded; ISNULL→sentinel 1. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_OUT_OF_CNTRY	D_OUT_OF_CNTRY_GROUP_KEY	sp_nrt_d_out_of_cntry_postprocessing	NRT_OUT_OF_CNTRY_GROUP_KEY.D_OUT_OF_CNTRY_GROUP_KEY (RTR-internal surrogate)	(none — surrogate FK)	FK to D_OUT_OF_CNTRY_GROUP; ISNULL→1; pushed to F_TB_PAM. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_OUT_OF_CNTRY	SEQ_NBR	sp_nrt_d_out_of_cntry_postprocessing	nrt_page_case_answer.seq_nbr	page-answer → nrt_page_case_answer.seq_nbr	Carried through pivot grain. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_OUT_OF_CNTRY	LAST_CHG_TIME	sp_nrt_d_out_of_cntry_postprocessing	nrt_page_case_answer.last_chg_time	page-answer → nrt_page_case_answer.last_chg_time	Carried through. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_OUT_OF_CNTRY	VALUE	sp_nrt_d_out_of_cntry_postprocessing	nrt_page_case_answer.answer_txt, decoded via nrt_srte_code_value_general	page-answer value → nrt_page_case_answer.answer_txt; decoded against SRTE code_value_general	CASE: CODE_SET_GROUP_ID NULL/''→ANSWER_TXT else CODE_SHORT_DESC_TXT. SP 190-…-001.sql:146-148.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (6/6)
D_OUT_OF_CNTRY_GROUP	D_OUT_OF_CNTRY_GROUP_KEY	sp_nrt_d_out_of_cntry_postprocessing	NRT_OUT_OF_CNTRY_GROUP_KEY.D_OUT_OF_CNTRY_GROUP_KEY (RTR-internal surrogate)	(none — surrogate key)	Guarded INSERT of DISTINCT group keys; sentinel row 1 seeded. Templated.	VERIFIED	fixtures/30_sp_coverage/tb_investigation_full_chain.sql; coverage_tb_full_chain.md; coverage_merged.md (1/1)
