rdb_modern_table	rdb_modern_col	writing_sp	nrt_staging_source	odse_source_col(s)	transform_note	status	fixture_proof
HEP100	CONDITION	sp_hep100_datamart_postprocessing	nrt_investigation	public_health_case / observation	from HEPATITIS_CASE; investigation attrs surfaced via INVESTIGATION dim	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	CONDITION_CD	sp_hep100_datamart_postprocessing	nrt_investigation	public_health_case / observation	from HEPATITIS_CASE; investigation attrs surfaced via INVESTIGATION dim	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	D_N_P_EMPLOYEE_IND	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	D_N_P_HOUSEHOLD_CONTACT_IND	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	DEN_WORK_OR_SURGERY_IN2WK6MO	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	DEN_WORK_OR_SURGERY_IN6WKMON	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	DIAGNOSIS_DT	sp_hep100_datamart_postprocessing	nrt_investigation	public_health_case / observation	from HEPATITIS_CASE; investigation attrs surfaced via INVESTIGATION dim	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	DIE_FRM_THIS_ILLNESS_IND	sp_hep100_datamart_postprocessing	nrt_investigation	public_health_case / observation	from HEPATITIS_CASE; investigation attrs surfaced via INVESTIGATION dim	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	DISEASE_IMPORTED_IND	sp_hep100_datamart_postprocessing	nrt_investigation	public_health_case / observation	from HEPATITIS_CASE; investigation attrs surfaced via INVESTIGATION dim	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	EARLIEST_RPT_TO_CNTY_DT	sp_hep100_datamart_postprocessing	nrt_investigation	public_health_case / observation	from HEPATITIS_CASE; investigation attrs surfaced via INVESTIGATION dim	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	EARLIEST_RPT_TO_STATE_DT	sp_hep100_datamart_postprocessing	nrt_investigation	public_health_case / observation	from HEPATITIS_CASE; investigation attrs surfaced via INVESTIGATION dim	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	EVENT_DATE	sp_hep100_datamart_postprocessing	nrt_investigation	public_health_case / observation	from HEPATITIS_CASE; investigation attrs surfaced via INVESTIGATION dim	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	EVER_INCARCERATED_IND	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	EVER_INJECT_NONPRESCRIBED_DRUG	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	FOODBORNE_OUTBRK_FOOD_ITEM	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	FOODHANDLER_2_WK_PRIOR_ONSET	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	GLOBULIN_LAST_RECEIVED_YR	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HCV_RNA	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEMODIALYSIS_IN_LAST_2WK6MO	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEMODIALYSIS_IN_LAST_6WKMON	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_A_CONTACTED_IND	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_A_EPLINK_IND	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_A_IGM_ANTIBODY	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_A_KEYENT_IN_CHILDCARE_IND	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_A_TOTAL_ANTIBODY	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_A_VACC_LAST_RECEIVED_YR	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_A_VACC_RECEIVED_DOSE	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_A_VACC_RECEIVED_IND	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_B_CONTACTED_IND	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_B_DNA	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_B_E_ANTIGEN	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_B_IGM_ANTIBODY	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_B_SURFACE_ANTIGEN	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_B_TOTAL_ANTIBODY	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_B_VACC_LAST_RECEIVED_YR	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_B_VACC_RECEIVED_IND	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_B_VACC_SHOT_RECEIVED_NBR	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_C_CONTACTED_IND	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_C_TOTAL_ANTIBODY	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_D_TOTAL_ANTIBODY	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_E_TOTAL_ANTIBODY	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEP_MULTI_VAL_GRP_KEY	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEPA_FEMALE_SEX_PARTNER_NBR	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEPA_MALE_SEX_PARTNER_NBR	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEPATITIS_CONTACT_TYPE	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEPATITIS_CONTACTED_IND	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEPATITIS_OTHER_CONTACT_TYPE	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEPB_BLOOD_RECEIVED_DT	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEPB_BLOOD_RECEIVED_IN6WKMON	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
HEP100	HEPB_FEMALE_SEX_PARTNER_NBR	sp_hep100_datamart_postprocessing	nrt_observation / nrt_page_case_answer	observation / nbs_case_answer (hepatitis case answers)	carried from HEPATITIS_CASE (observation-pivot); see sp_hepatitis_case_datamart_postprocessing	VERIFIED	zz_hepatitis_zz_hep100_unblock.sql + coverage_merged.md (185/187)
